,Experiment name:,Sample experiment
Duration:,10 Seconds
Rate:,10 per second
Sensors:,Temperature (ID 1  Exp 1),Conductivity (ID 1  Exp 1)
Range:,Celsius,µs/cm
Units:,°C,µs/cm
Time
'-5.523359547510154e-15;19.6;1851.5
'0.09999999999999447;19.6;1844.8
'0.19999999999999446;19.7;1844.8
'0.29999999999999444;19.7;1844.8
'0.3999999999999944;19.7;1844.8
'0.4999999999999944;19.7;1844.8
'0.5999999999999944;19.8;1844.8
'0.6999999999999944;19.8;1844.8
'0.7999999999999944;19.8;1837.3
'0.8999999999999944;19.8;1837.3
'0.9999999999999943;19.9;1837.3
'1.0999999999999943;19.9;1837.3
'1.1999999999999944;19.9;1837.3
'1.2999999999999945;19.9;1837.3
'1.3999999999999946;19.9;1837.3
'1.4999999999999947;20.0;1830.0
'1.5999999999999948;20.0;1830.0
'1.6999999999999948;20.0;1830.0
'1.799999999999995;20.0;1830.0
'1.899999999999995;20.0;1830.0
'1.9999999999999951;20.0;1830.0
'2.099999999999995;20.1;1830.0
'2.1999999999999953;20.1;1825.9
'2.2999999999999954;20.1;1825.9
'2.3999999999999955;20.1;1825.9
'2.4999999999999956;20.1;1825.9
'2.5999999999999956;20.1;1825.9
'2.6999999999999957;20.1;1825.9
'2.799999999999996;20.1;1825.9
'2.899999999999996;20.2;1823.8
'2.999999999999996;20.2;1823.8
'3.099999999999996;20.2;1823.8
'3.199999999999996;20.2;1823.8
'3.2999999999999963;20.2;1823.8
'3.3999999999999964;20.2;1823.8
'3.4999999999999964;20.2;1823.8
'3.5999999999999965;20.2;1822.2
'3.6999999999999966;20.2;1822.2
'3.7999999999999967;20.2;1822.2
'3.899999999999997;20.3;1822.2
'3.999999999999997;20.3;1822.2
'4.099999999999997;20.3;1822.2
'4.199999999999997;20.3;1822.2
'4.299999999999996;20.3;1820.9
'4.399999999999996;20.3;1820.9
'4.499999999999996;20.3;1820.9
'4.599999999999995;20.3;1820.9
'4.699999999999995;20.3;1820.9
'4.7999999999999945;20.3;1820.9
'4.899999999999994;20.3;1820.9
'4.999999999999994;20.3;1819.7
'5.099999999999993;20.3;1819.7
'5.199999999999993;20.3;1819.7
'5.299999999999993;20.4;1819.7
'5.399999999999992;20.4;1819.7
'5.499999999999992;20.4;1819.7
'5.599999999999992;20.4;1819.7
'5.699999999999991;20.4;1818.6
'5.799999999999991;20.4;1818.6
'5.899999999999991;20.4;1818.6
'5.99999999999999;20.4;1818.6
'6.09999999999999;20.4;1818.6
'6.1999999999999895;20.4;1818.6
'6.299999999999989;20.4;1818.6
'6.399999999999989;20.4;1817.6
'6.4999999999999885;20.4;1817.6
'6.599999999999988;20.4;1817.6
'6.699999999999988;20.4;1817.6
'6.799999999999987;20.4;1817.6
'6.899999999999987;20.4;1817.6
'6.999999999999987;20.4;1817.6
'7.099999999999986;20.4;1816.5
'7.199999999999986;20.4;1816.5
'7.299999999999986;20.5;1816.5
'7.399999999999985;20.5;1816.5
'7.499999999999985;20.5;1816.5
'7.5999999999999845;20.5;1816.5
'7.699999999999984;20.5;1816.5
'7.799999999999984;20.5;1815.8
'7.8999999999999835;20.5;1815.8
'7.999999999999983;20.5;1815.8
'8.099999999999984;20.5;1815.8
'8.199999999999983;20.5;1815.8
'8.299999999999983;20.5;1815.8
'8.399999999999983;20.5;1815.8
'8.499999999999982;20.5;1815.1
'8.599999999999982;20.5;1815.1
'8.699999999999982;20.5;1815.1
'8.799999999999981;20.5;1815.1
'8.89999999999998;20.5;1815.1
'8.99999999999998;20.5;1815.1
'9.09999999999998;20.5;1815.1
'9.19999999999998;20.5;1814.3
'9.29999999999998;20.5;1814.3
'9.399999999999979;20.5;1814.3
'9.499999999999979;20.5;1814.3
'9.599999999999978;20.5;1814.3
'9.699999999999978;20.5;1814.3
'9.799999999999978;20.5;1814.3
'9.899999999999977;20.5;1814.1
'9.999999999999977;20.5;1814.1
sys info:[91~54~52~93~44~91~34~49~126~49~126~49~126~49~126~35~54~98~49~97~54~98~126~76~101~102~116~126~49~52~48~126~45~52~48~126~89~101~115~124~49~53~126~49~126~49~126~49~126~35~57~102~49~98~49~98~126~76~101~102~116~126~50~48~48~48~48~126~48~126~89~101~115~34~93~44~91~34~82~97~116~101~34~93~44~91~57~93~44~91~34~82~101~115~101~114~118~101~34~93~44~91~34~78~111~110~101~34~93~44~91~34~84~111~116~97~108~95~115~97~109~112~108~101~115~34~93~44~91~49~48~49~93~44~91~34~69~120~112~32~73~68~34~93~44~91~34~50~48~50~54~45~48~50~45~49~49~32~49~57~58~52~54~58~49~54~46~51~53~49~57~56~49~34~93]
Attention! Any change in the file may prevent reading its data.
"dot_sign."
"coma_sign;"
